,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Hughes Land and Offshore Split by State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alabama,,Alaska,,Arizona,Arkansas,California,,Colorado,Delaware,D.C.,Florida,,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,,Maine,Maryland,Mass.,Michigan,Minn.,Mississippi,,Missouri,Montana,Nebraska,Nevada,N. Hamp.,N. Jersey,N. Mexico,N. York,N. Carolina,N. Dakota,Ohio,Oklahoma,Oregon,Penn.,Rhode Is.,S. Carolina,S. Dakota,Tennesee,Texas,,Utah,Vermont,Virginia,Wash.,W. Virgina,Wisconsin,Wyoming,TOTAL US,,,
DATE,Land,Offshore,Land,Offshore,Land,Land,Land,Offshore,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,TOTAL,
5/13/2011,6,0,5,1,0,32,41,0,72,0,0,1,0,0,0,0,1,1,0,24,3,142,31,0,0,0,2,0,10,0,0,10,2,5,0,0,75,0,0,162,9,180,1,108,0,0,0,0,816,1,29,0,0,0,18,0,42,1797,33,1830,
5/20/2011,6,0,5,0,0,33,45,0,72,0,0,1,0,0,0,0,1,1,0,27,3,139,30,0,0,0,2,0,10,0,0,10,1,5,0,0,75,0,0,163,9,172,1,110,0,0,0,0,818,1,29,0,0,0,19,0,42,1799,31,1830,
5/27/2011,5,0,5,0,0,35,44,0,72,0,0,1,0,0,0,0,1,1,0,28,5,131,34,0,0,0,2,0,12,0,0,10,1,4,0,0,77,0,0,162,9,173,1,110,0,0,0,0,834,1,29,0,0,0,19,0,41,1812,35,1847,
6/3/2011,5,0,7,0,0,35,44,0,71,0,0,1,0,0,0,0,1,1,0,28,5,133,33,0,0,0,2,0,12,0,0,10,1,4,0,0,78,0,0,161,9,170,1,111,0,0,0,0,843,0,29,0,0,0,18,0,41,1821,33,1854,
6/10/2011,5,0,6,0,0,35,43,0,69,0,0,1,0,0,0,0,1,1,0,29,5,139,33,0,0,0,4,0,12,0,0,10,1,3,0,0,85,0,0,159,9,166,1,114,0,0,1,0,833,0,27,0,0,0,18,0,45,1822,33,1855,
6/17/2011,7,0,6,0,0,35,43,0,68,0,0,1,0,0,0,0,1,1,0,30,5,141,33,0,0,0,4,0,10,0,0,10,1,3,0,0,78,0,0,163,11,165,1,109,0,0,1,0,836,2,28,0,0,0,21,0,46,1825,35,1860,
6/24/2011,8,0,8,0,0,35,44,0,71,0,0,1,0,0,0,0,1,1,0,30,5,137,31,0,0,0,4,0,10,0,0,10,1,3,0,0,78,0,0,163,11,176,1,112,0,0,1,0,841,2,27,0,1,0,21,0,48,1849,33,1882,
7/1/2011,8,0,5,0,0,34,46,0,70,0,0,1,0,0,0,0,1,1,0,31,5,134,31,0,0,0,4,0,10,0,0,10,0,3,0,0,80,0,0,156,11,173,1,116,0,0,2,0,851,2,29,0,1,0,20,0,50,1853,33,1886,
7/8/2011,8,0,6,0,0,33,45,0,70,0,0,1,0,0,0,0,1,1,0,31,5,138,31,0,0,0,4,0,9,0,0,10,0,3,0,0,81,0,0,153,12,176,1,115,0,0,2,0,848,2,30,0,1,0,20,0,50,1854,33,1887,
7/15/2011,8,0,8,0,0,34,47,0,69,0,0,1,0,0,0,0,1,1,0,31,5,140,33,0,0,0,4,0,7,0,0,10,0,3,0,0,82,0,0,154,12,175,1,115,0,0,2,0,859,2,29,0,1,0,20,0,51,1870,35,1905,
7/22/2011,8,0,4,0,0,34,46,0,70,0,0,1,0,0,0,0,2,1,0,31,5,139,35,0,0,0,4,0,7,0,0,11,1,3,0,0,82,0,0,158,12,177,1,116,0,0,2,0,862,2,29,0,1,0,21,0,51,1879,37,1916,
7/29/2011,8,0,6,0,0,32,45,0,68,0,0,1,0,0,0,0,2,1,0,30,5,143,35,0,0,0,4,0,8,0,0,10,0,3,0,0,84,0,0,156,12,177,1,113,0,0,2,0,860,2,29,0,1,0,21,0,49,1871,37,1908,
8/5/2011,8,0,6,0,0,31,46,0,67,0,0,1,0,0,0,0,3,1,0,31,5,141,34,0,0,0,4,0,8,0,0,9,0,3,0,0,86,0,0,161,12,186,1,114,0,0,1,0,864,2,28,0,1,0,20,0,46,1884,36,1920,
8/12/2011,7,0,6,0,0,31,49,0,74,0,0,1,0,0,0,0,3,1,0,31,4,137,33,0,0,0,4,0,8,0,0,9,1,4,0,0,86,0,0,175,12,187,1,116,0,0,1,0,884,2,28,0,1,0,20,0,43,1924,35,1959,
8/19/2011,8,0,6,0,0,32,49,0,74,0,0,1,0,0,0,0,3,1,0,29,4,137,32,0,0,0,4,0,7,0,0,8,1,4,0,0,85,0,0,176,12,198,1,111,0,0,1,0,891,2,27,0,1,0,20,0,49,1940,34,1974,
8/26/2011,8,0,6,1,0,32,49,0,76,0,0,1,0,0,0,0,3,1,0,28,5,129,29,0,0,0,4,0,7,0,0,6,1,4,0,0,88,0,0,179,12,195,1,113,0,0,1,1,893,3,27,0,1,0,20,0,51,1942,33,1975,
9/2/2011,7,0,5,2,0,32,48,0,75,0,0,1,0,0,0,0,3,1,0,29,5,125,27,0,0,0,4,0,7,0,0,6,1,4,0,0,86,0,0,180,12,195,1,113,0,0,1,1,894,4,27,0,1,0,20,0,51,1935,33,1968,
9/9/2011,7,0,6,2,0,32,48,0,77,0,0,1,0,0,0,0,2,1,0,29,5,124,26,0,0,0,3,0,7,0,0,5,1,4,0,0,85,0,0,182,12,203,1,113,0,0,2,1,880,4,23,0,1,0,21,0,50,1926,32,1958,
9/16/2011,7,0,6,2,0,33,53,0,75,0,0,1,0,0,0,0,3,1,0,32,5,130,26,0,0,0,3,0,7,0,0,5,0,4,0,0,84,0,0,184,10,199,1,113,0,0,2,1,891,4,26,0,1,0,25,0,51,1953,32,1985,
9/23/2011,7,0,5,2,0,33,53,0,77,0,0,1,0,0,0,0,3,1,0,32,5,125,27,0,0,0,2,0,7,0,0,4,0,3,0,0,83,0,0,190,13,198,1,109,0,0,2,1,899,4,26,0,1,0,25,0,52,1958,33,1991,
9/30/2011,7,0,5,1,0,34,52,0,79,0,0,1,0,0,0,0,4,1,0,30,5,122,26,0,0,0,1,0,8,0,0,5,0,3,0,0,81,0,0,191,13,196,1,109,0,0,1,1,900,4,26,0,1,0,27,0,55,1959,31,1990,
10/7/2011,7,0,7,1,0,36,49,0,77,0,0,1,0,0,0,0,4,1,0,29,6,124,28,0,0,0,1,0,7,0,0,7,1,3,0,0,80,0,0,192,13,202,1,110,0,0,1,1,907,5,25,0,1,0,28,0,57,1978,34,2012,
10/14/2011,8,0,7,2,0,37,50,0,75,0,0,1,0,0,0,0,1,1,0,29,7,130,28,0,0,0,1,0,7,0,0,7,1,3,0,0,83,0,0,190,14,197,1,114,0,0,1,1,910,5,26,0,1,0,27,0,58,1988,35,2023,
10/21/2011,7,0,6,3,0,36,50,0,80,0,0,1,0,1,0,0,1,1,0,31,7,123,29,0,0,0,1,0,13,0,0,7,1,3,0,0,83,0,0,189,12,190,1,115,0,0,1,1,906,4,25,0,1,0,27,0,57,1977,36,2013,
10/28/2011,6,0,6,2,0,37,50,0,79,0,0,1,0,0,0,0,1,1,0,32,8,121,29,0,0,0,0,0,13,0,0,7,1,3,0,0,83,0,0,189,12,193,1,116,0,0,2,1,913,4,26,0,1,0,27,0,56,1986,35,2021,
11/4/2011,6,0,7,2,0,35,46,0,80,0,0,1,0,0,0,0,1,1,0,33,8,125,29,0,0,0,1,0,13,0,0,8,1,3,0,0,82,0,0,189,13,195,1,112,0,0,2,1,916,3,26,0,1,0,27,0,58,1992,34,2026,
11/11/2011,6,0,7,1,0,35,46,0,79,0,0,1,0,0,0,0,1,1,0,34,8,128,32,0,0,0,1,0,12,0,0,9,1,2,0,0,82,0,0,185,13,196,1,109,0,0,2,1,912,4,27,0,1,0,27,0,52,1979,37,2016,
11/18/2011,4,0,6,0,0,35,44,0,80,0,0,1,1,0,0,0,1,1,0,34,8,127,32,0,0,0,1,0,11,0,0,9,1,1,0,0,79,0,0,185,13,192,1,109,0,0,2,1,911,3,27,0,1,0,27,0,53,1965,36,2001,
11/25/2011,3,0,6,0,0,35,47,1,81,0,0,1,1,0,0,0,1,1,0,35,5,126,32,0,0,0,1,0,12,0,0,9,0,1,0,0,78,0,0,187,13,197,1,113,0,0,2,1,903,3,26,0,1,0,25,0,52,1963,37,2000,
12/2/2011,3,0,5,1,0,35,47,1,77,0,0,1,1,0,0,0,2,1,0,32,5,120,36,0,0,0,1,0,12,0,0,11,1,1,0,0,77,0,0,188,13,198,1,112,0,0,2,1,899,3,28,0,1,0,25,0,52,1951,42,1993,
12/9/2011,3,0,6,1,0,34,50,1,81,0,0,1,1,0,0,0,2,1,0,31,6,111,35,0,0,0,1,0,11,0,0,13,1,1,0,0,77,0,0,185,13,196,1,110,0,0,1,0,900,3,28,0,1,0,28,0,53,1946,41,1987,
12/16/2011,5,0,9,1,0,35,49,1,80,0,0,1,1,0,0,0,2,1,0,33,5,114,37,0,0,0,1,0,10,0,0,13,1,1,0,0,76,0,0,188,15,199,1,110,0,0,1,0,916,3,28,0,1,0,28,0,53,1976,43,2019,
12/22/2011,6,0,9,0,0,34,49,1,77,0,0,1,1,0,0,0,2,1,0,32,5,111,37,0,0,0,1,0,10,0,0,12,1,1,0,0,80,0,0,181,15,196,1,109,0,0,1,0,917,3,30,0,1,0,27,0,56,1966,42,2008,
12/29/2011,6,0,8,0,0,30,49,1,77,0,0,1,1,0,0,0,2,1,0,32,3,112,37,0,0,0,1,0,11,0,0,12,1,1,0,0,81,0,0,182,16,195,1,113,0,0,1,0,914,3,31,0,0,0,28,0,56,1965,42,2007,
1/6/2012,6,0,5,0,0,32,46,1,77,0,0,1,1,0,0,0,2,1,0,32,3,113,37,0,0,0,1,0,11,0,0,12,1,0,0,0,81,0,0,181,16,192,1,112,0,0,1,0,924,3,31,0,0,0,28,0,55,1965,42,2007,
1/13/2012,6,0,7,0,0,33,46,1,71,0,0,1,0,0,0,0,3,0,0,28,2,109,39,0,0,0,0,0,11,0,0,15,1,0,0,0,80,0,0,182,16,188,1,115,0,0,1,0,922,3,33,0,0,0,26,0,47,1944,43,1987,
1/20/2012,6,0,7,0,0,33,46,0,73,0,0,1,0,0,0,0,2,0,0,33,2,106,40,0,0,0,0,0,10,0,0,19,1,0,0,0,79,0,0,186,14,197,1,116,0,0,1,0,918,5,34,0,0,0,27,0,51,1963,45,2008,
1/27/2012,6,0,11,0,0,34,45,0,71,0,0,1,0,0,0,0,2,0,0,36,1,106,36,0,0,0,1,0,11,0,0,19,1,2,0,0,82,0,0,182,14,203,1,114,0,0,1,0,911,6,36,0,0,0,27,0,48,1966,42,2008,
2/3/2012,6,0,8,0,0,34,44,0,72,0,0,1,0,0,0,1,2,0,0,33,1,99,36,0,0,0,1,0,11,0,0,17,1,2,0,0,81,0,0,183,17,205,1,114,0,0,1,0,908,6,36,0,0,0,27,0,49,1955,42,1997,
2/10/2012,5,0,9,0,0,31,43,0,71,0,0,1,0,0,0,1,1,0,0,32,1,102,34,0,0,0,1,0,11,0,0,18,1,2,0,0,84,0,0,184,16,207,1,111,0,0,1,0,903,6,36,0,0,0,28,0,48,1949,40,1989,
2/17/2012,5,0,10,0,0,29,43,0,69,0,0,1,0,0,0,1,2,0,0,34,1,103,35,0,0,0,1,0,10,0,0,19,1,2,0,0,83,0,0,185,15,208,1,108,0,0,1,0,908,6,35,0,0,0,29,0,49,1953,41,1994,
2/24/2012,4,0,9,0,0,29,43,0,69,0,0,1,0,0,0,1,2,0,0,36,2,102,37,0,0,0,1,0,8,0,0,19,1,2,0,0,81,0,0,187,13,198,1,105,0,0,1,0,914,6,35,0,0,0,29,0,45,1938,43,1981,
3/2/2012,3,0,9,0,0,29,44,0,65,0,0,1,0,0,0,0,1,0,0,36,3,101,35,0,0,0,1,0,10,0,0,19,1,1,0,0,82,0,0,193,9,201,1,105,0,0,1,0,921,5,37,0,0,0,29,0,46,1949,40,1989,
3/9/2012,3,0,6,0,0,29,44,0,63,0,0,1,0,0,0,0,1,0,0,33,4,101,36,0,0,0,1,0,9,0,0,17,1,1,0,0,81,0,0,196,10,195,1,101,0,0,1,0,924,5,36,0,0,0,28,0,45,1932,41,1973,
3/16/2012,3,0,7,0,0,27,44,0,67,0,0,1,0,0,0,0,1,0,0,34,4,92,39,0,0,0,1,0,10,0,0,18,2,1,0,0,81,0,0,197,10,207,1,101,0,0,1,0,922,4,37,0,0,0,28,0,44,1941,43,1984,
3/23/2012,3,0,6,0,0,27,45,0,67,0,0,1,0,0,0,0,1,0,0,32,4,98,42,0,0,0,1,0,9,0,0,18,2,1,0,0,83,0,0,196,11,197,1,98,0,0,1,0,911,4,38,0,0,0,28,0,43,1922,46,1968,
3/30/2012,4,0,8,0,0,26,45,0,66,0,0,1,0,0,0,0,1,0,0,32,4,95,42,0,0,0,1,0,9,0,0,20,1,1,0,0,83,0,0,198,11,198,1,100,0,0,1,0,918,4,40,0,0,0,28,0,41,1933,46,1979,
4/5/2012,4,0,10,0,0,26,45,0,64,0,0,1,0,0,0,0,1,0,0,33,4,95,40,0,0,0,1,0,10,0,0,19,1,1,0,0,85,0,0,197,12,202,1,102,0,0,1,0,919,4,38,0,0,0,22,0,41,1935,44,1979,
4/13/2012,6,0,9,0,0,26,45,0,63,0,0,1,0,0,1,0,1,0,0,26,4,87,39,0,0,0,1,0,10,0,0,18,1,1,0,0,85,0,0,196,12,196,1,101,0,0,1,0,912,4,40,0,0,0,22,0,41,1907,43,1950,
4/20/2012,5,0,7,0,0,26,45,0,68,0,0,1,0,0,1,0,1,0,0,26,3,90,41,0,0,0,1,0,10,0,0,17,1,1,0,0,85,0,0,195,12,201,1,101,0,0,1,0,925,4,40,0,1,0,22,0,40,1927,45,1972,
4/27/2012,6,0,5,0,0,23,43,0,67,0,0,1,0,0,1,0,1,0,0,25,3,85,41,0,0,0,1,0,8,0,0,18,1,1,0,0,83,0,0,196,12,198,1,97,0,0,1,0,921,4,40,0,1,0,22,0,39,1900,45,1945,
5/4/2012,6,0,3,0,0,23,45,0,65,0,0,1,0,0,1,0,1,1,0,25,3,90,40,0,0,0,1,0,10,0,0,18,1,1,0,0,87,0,0,197,16,198,1,96,0,0,1,0,929,4,40,0,1,0,21,0,39,1921,44,1965,
5/11/2012,5,0,5,0,0,23,47,0,64,0,0,1,0,0,1,0,1,1,0,29,3,85,43,0,0,0,1,0,10,0,0,19,1,1,0,0,86,0,0,197,16,201,1,95,0,0,1,0,932,2,40,0,1,0,22,0,40,1929,45,1974,
5/18/2012,6,0,5,1,0,22,49,0,65,0,0,1,0,0,1,0,1,2,0,29,4,84,44,0,0,0,1,0,10,0,0,20,1,1,0,0,89,0,0,198,17,201,1,91,0,0,1,0,932,2,42,0,1,0,24,0,40,1939,47,1986,
5/25/2012,6,0,7,1,0,22,50,0,70,0,0,1,0,0,1,0,1,2,0,28,4,82,46,0,0,0,1,0,11,0,0,22,1,2,0,0,87,0,0,202,18,199,1,87,0,0,0,0,925,1,41,0,1,0,24,0,39,1935,48,1983,
6/1/2012,5,0,6,1,0,22,51,0,70,0,0,1,0,0,1,0,0,3,0,27,4,80,46,0,0,0,1,0,11,0,0,22,1,2,0,0,88,0,0,203,21,192,1,85,0,0,0,0,931,1,41,0,1,0,23,0,39,1932,48,1980,
6/8/2012,6,0,6,1,0,21,53,0,74,0,0,1,0,0,1,0,0,3,0,25,4,82,47,0,0,0,1,0,9,0,0,22,1,2,0,0,88,0,0,203,19,194,0,85,0,0,0,0,933,1,39,0,1,0,23,0,39,1935,49,1984,
6/15/2012,7,0,6,1,0,20,52,3,69,0,0,1,0,0,1,0,0,2,0,28,4,81,46,0,0,0,1,0,9,0,0,20,1,2,0,0,90,0,0,200,21,189,0,84,0,0,1,0,925,1,39,0,1,0,25,0,41,1920,51,1971,
6/22/2012,8,0,7,0,0,18,53,3,66,0,0,1,0,0,1,0,0,2,0,28,4,75,45,0,0,0,1,0,9,0,0,20,1,2,0,0,85,0,0,200,21,190,0,80,0,0,1,0,938,0,39,0,1,0,26,0,41,1918,48,1966,
6/29/2012,9,0,7,1,0,18,53,2,68,0,0,1,0,0,1,0,0,2,0,30,4,75,45,0,0,0,2,0,9,0,0,20,1,2,0,0,85,0,0,192,19,200,0,75,0,0,1,0,929,0,39,0,1,0,26,0,42,1911,48,1959,
7/6/2012,9,0,6,1,0,17,53,2,69,0,0,2,0,0,1,0,0,2,0,29,4,73,47,0,0,0,2,0,9,0,0,19,1,2,0,0,84,2,0,196,18,201,0,78,0,0,1,0,927,0,40,0,1,0,27,0,42,1915,50,1965,
7/13/2012,8,0,5,1,0,17,52,2,66,0,0,2,0,0,1,0,0,2,0,29,4,67,48,0,0,0,2,0,11,0,0,19,1,2,0,0,91,1,0,199,19,202,0,78,0,0,1,0,910,0,40,0,1,0,27,0,45,1902,51,1953,
7/20/2012,6,0,5,1,0,17,52,2,65,0,0,2,0,0,1,0,0,2,0,27,4,70,48,0,0,0,2,0,13,0,0,20,1,0,0,0,86,1,0,198,18,202,0,78,0,0,2,0,900,0,40,0,1,0,24,0,47,1884,51,1935,
7/27/2012,5,0,3,1,0,17,54,2,65,0,0,2,0,0,1,0,0,2,0,27,3,71,48,0,0,0,2,0,13,0,0,20,1,0,0,0,83,1,0,193,18,193,0,78,0,0,2,0,904,0,39,0,1,0,24,0,51,1873,51,1924,
8/3/2012,6,0,5,1,0,16,53,2,63,0,0,1,0,0,1,0,0,2,0,29,3,72,46,0,0,0,2,0,12,0,0,21,0,0,0,0,86,1,0,189,18,199,0,75,0,0,2,0,909,0,39,0,1,0,25,0,51,1881,49,1930,
8/10/2012,6,0,5,0,0,17,53,2,61,0,0,1,1,0,1,0,1,2,0,31,2,75,47,0,0,0,2,0,10,0,0,21,0,0,0,0,83,1,0,192,19,198,0,72,0,0,1,0,911,0,39,0,1,0,27,0,49,1881,50,1931,
8/17/2012,6,0,4,1,0,16,52,2,63,0,0,1,1,0,1,0,1,2,0,31,2,74,47,0,0,0,2,0,10,0,0,22,0,0,0,0,85,1,0,186,19,198,0,68,0,0,1,0,902,0,36,0,1,0,28,0,51,1863,51,1914,
8/24/2012,6,0,6,0,0,16,47,1,61,0,0,1,1,0,0,0,1,2,0,28,2,73,48,0,0,0,2,0,10,0,0,22,0,0,0,0,86,2,0,186,17,199,0,66,0,0,1,0,895,0,39,0,1,0,27,0,52,1848,50,1898,
8/31/2012,6,0,6,1,0,16,45,1,61,0,0,1,1,0,0,0,1,1,0,29,2,73,48,0,0,0,2,0,10,0,0,22,0,0,0,0,88,1,0,186,18,201,0,64,0,0,1,0,889,0,39,0,1,0,28,0,52,1843,51,1894,
9/7/2012,4,0,6,0,0,17,45,1,59,0,0,1,1,0,0,0,1,1,0,29,2,71,49,0,0,0,3,0,10,0,0,22,0,0,0,0,90,1,0,184,18,199,0,62,0,0,1,0,869,0,38,0,1,0,27,0,52,1813,51,1864,
9/14/2012,4,0,6,0,0,17,41,1,62,0,0,1,1,0,0,0,1,1,0,31,2,67,49,0,0,0,3,0,13,0,0,21,0,0,0,0,87,1,0,181,18,201,0,61,0,0,1,0,878,0,38,0,1,0,27,0,49,1813,51,1864,
9/21/2012,5,0,5,2,0,16,36,1,60,0,0,1,1,0,0,0,1,1,0,31,2,64,49,0,0,0,3,0,13,0,0,24,0,0,0,0,87,0,0,181,19,200,0,65,0,0,1,0,877,0,36,0,1,0,28,0,49,1806,53,1859,
9/28/2012,5,0,6,1,0,16,35,1,62,0,0,1,1,0,0,0,1,1,0,30,2,64,47,0,0,0,3,0,13,0,0,24,1,0,0,0,86,0,0,181,19,191,0,63,0,0,1,0,878,0,37,0,1,0,27,0,50,1798,50,1848,
10/5/2012,5,0,3,3,0,16,37,1,62,0,0,1,1,0,0,0,1,1,0,30,2,65,43,0,0,0,3,0,12,0,0,24,1,0,0,0,86,0,0,178,22,190,0,66,0,0,1,0,868,0,37,0,1,0,27,0,50,1789,48,1837,
10/12/2012,4,0,3,4,0,15,34,1,61,0,0,1,1,0,0,0,1,1,0,31,2,63,41,0,0,0,3,0,13,0,0,25,1,0,0,0,87,0,0,177,23,191,0,66,0,0,0,0,872,0,37,0,1,0,27,0,49,1788,47,1835,
10/19/2012,4,0,7,5,0,17,34,1,63,0,0,1,1,0,0,0,1,1,0,30,2,63,42,0,0,0,3,0,13,0,0,25,1,0,0,0,87,1,0,179,23,189,0,66,0,0,0,0,867,0,36,0,1,0,26,0,50,1790,49,1839,
10/26/2012,4,0,6,3,1,17,34,1,63,0,0,1,1,0,0,0,1,1,0,29,2,62,47,0,0,0,3,0,13,0,0,25,1,0,0,0,82,1,0,180,25,186,0,66,0,0,0,0,860,0,36,0,1,0,24,0,50,1774,52,1826,
11/2/2012,5,0,5,2,1,18,32,1,56,0,0,1,1,0,0,0,1,1,0,32,2,63,47,0,0,0,3,0,12,0,0,22,0,3,0,0,81,1,0,174,27,192,0,66,0,0,0,0,840,0,34,0,1,0,25,0,51,1749,51,1800,
11/9/2012,5,0,6,3,1,17,33,0,55,0,0,1,1,0,0,0,1,1,0,32,2,63,46,0,0,0,3,0,11,0,0,16,0,3,0,0,78,0,0,178,25,191,0,68,0,0,0,0,852,0,35,0,1,0,26,0,52,1756,50,1806,
11/16/2012,5,0,5,2,1,17,34,0,58,0,0,1,0,0,0,0,1,1,0,31,2,66,48,0,0,0,3,0,14,0,0,18,1,3,0,0,76,0,0,178,26,189,0,66,0,0,0,0,851,0,33,0,1,0,27,0,51,1759,50,1809,
11/21/2012,5,0,5,3,1,16,31,0,57,0,0,1,0,0,0,0,1,1,0,32,2,69,50,0,0,0,3,0,14,0,0,18,1,3,0,0,77,0,0,178,26,188,0,70,0,0,0,0,853,0,33,0,1,0,27,0,51,1764,53,1817,
11/30/2012,5,0,6,2,1,16,31,0,56,0,0,1,0,0,0,0,1,1,0,32,2,70,48,0,0,0,3,0,14,0,0,19,1,3,0,0,75,0,0,176,26,188,0,70,0,0,1,0,855,0,32,0,1,0,26,0,49,1761,50,1811,
12/7/2012,6,0,4,0,1,17,31,0,57,0,0,1,0,0,0,0,1,1,0,32,2,69,48,0,0,0,3,0,11,0,0,21,1,3,0,0,73,0,0,173,25,188,0,71,0,0,1,0,853,0,31,0,1,0,26,0,49,1752,48,1800,
12/14/2012,6,0,6,2,1,16,31,0,58,0,0,1,0,0,0,0,1,1,0,31,2,65,46,0,0,0,3,0,11,0,0,21,1,3,0,0,81,0,0,174,26,185,0,71,0,0,1,0,847,1,31,0,1,0,26,0,49,1750,49,1799,
12/21/2012,7,0,6,2,1,15,31,1,57,0,0,1,0,0,0,0,2,1,0,30,1,58,47,0,0,0,2,0,11,0,0,22,2,3,0,0,81,0,0,174,28,183,1,70,0,0,1,0,829,1,31,0,1,0,25,0,49,1723,51,1774,
12/28/2012,7,0,7,2,1,15,29,1,57,0,0,1,0,0,0,0,2,1,0,31,1,56,47,0,0,0,2,0,10,0,0,22,2,3,0,0,81,0,0,174,30,183,1,70,0,0,1,0,821,1,29,0,0,0,26,0,49,1712,51,1763,
1/4/2013,5,0,7,2,0,15,29,1,55,0,0,2,0,0,0,0,2,1,0,31,1,55,47,0,0,0,2,0,11,0,0,22,2,3,0,0,81,0,0,173,30,181,1,73,0,0,1,0,825,1,29,0,0,0,26,0,48,1711,51,1762,
1/11/2013,5,0,9,2,0,15,30,1,52,0,0,2,0,0,0,0,2,0,0,30,1,58,49,0,0,0,2,0,11,0,0,20,2,3,0,0,81,0,0,174,30,185,1,67,0,0,1,0,823,1,28,0,0,0,27,0,49,1708,53,1761,
1/18/2013,5,0,9,2,0,17,30,1,51,0,0,2,0,0,0,0,2,1,0,29,1,59,47,0,0,0,2,0,11,0,0,18,2,3,0,0,79,0,0,179,28,182,1,71,0,0,1,0,812,1,28,0,0,0,27,0,48,1698,51,1749,
1/25/2013,6,0,6,0,0,17,30,1,55,0,0,2,0,0,0,0,1,1,0,29,1,58,51,0,0,0,1,0,10,0,0,13,1,3,0,0,79,0,0,178,28,190,1,70,0,0,2,0,819,0,28,0,0,0,24,0,48,1701,52,1753,
2/1/2013,5,0,8,1,0,16,33,1,55,0,0,2,0,0,0,0,2,1,0,29,0,55,51,0,0,0,1,0,10,0,0,11,1,3,0,0,79,0,0,180,28,196,1,69,0,0,1,0,826,0,28,0,0,0,24,0,47,1711,53,1764,
2/8/2013,6,0,7,1,0,16,33,1,56,0,0,1,0,0,0,0,2,0,0,28,0,58,53,0,0,0,1,0,12,0,0,11,1,3,0,0,76,0,0,178,27,196,1,71,0,0,1,0,824,0,26,0,0,0,23,0,46,1704,55,1759,
2/15/2013,4,0,7,1,0,15,33,1,56,0,0,1,0,0,0,0,1,1,0,25,0,57,53,0,0,0,1,0,12,0,0,12,1,3,0,0,76,0,0,177,27,194,1,66,0,0,1,0,838,0,29,0,0,0,22,0,47,1707,55,1762,
2/22/2013,3,0,8,1,0,16,33,1,57,0,0,1,0,0,0,0,1,1,0,26,0,58,51,0,0,0,1,0,12,0,0,13,1,3,0,0,75,0,0,173,28,185,0,72,0,0,1,0,843,0,29,0,0,0,23,0,45,1708,53,1761,
3/1/2013,4,0,7,1,0,17,33,1,55,0,0,1,0,0,0,0,1,1,0,26,0,55,49,0,0,0,1,0,11,0,0,12,1,3,0,0,77,0,0,175,27,187,0,74,0,0,2,0,840,1,28,0,0,0,22,0,45,1705,52,1757,
3/8/2013,4,0,10,0,0,15,37,2,57,0,0,1,0,0,0,0,2,2,0,23,0,58,48,0,0,0,1,0,11,0,0,11,1,3,0,0,78,0,0,176,27,180,0,72,0,0,2,0,834,1,29,0,0,0,22,0,45,1701,51,1752,
3/15/2013,3,0,10,0,1,15,37,2,57,0,0,1,0,0,0,0,2,2,0,24,0,64,50,0,0,0,1,0,11,0,0,11,1,3,0,0,80,0,0,177,27,187,0,74,0,0,2,0,837,1,29,0,0,0,21,0,46,1723,53,1776,
3/22/2013,4,0,9,0,1,15,37,2,56,0,0,1,0,0,0,0,2,2,0,24,0,60,49,0,0,0,1,0,10,0,0,11,2,3,0,0,80,0,0,174,28,183,0,68,0,0,2,0,826,1,30,0,0,0,22,0,43,1694,52,1746,
3/28/2013,5,0,9,0,1,15,37,2,58,0,0,1,0,0,0,0,1,3,0,25,0,61,41,0,0,0,1,0,10,0,0,10,2,3,0,0,80,0,0,175,28,192,0,69,0,0,2,0,821,2,30,0,0,0,22,0,42,1703,45,1748,
4/5/2013,6,0,9,0,1,15,37,2,59,0,0,1,0,0,0,0,1,2,0,25,2,61,45,0,0,0,1,0,10,0,0,10,2,3,0,0,81,0,0,174,30,179,0,63,0,0,2,0,824,1,28,0,0,0,20,0,44,1690,48,1738,
4/12/2013,5,0,10,0,1,15,37,2,59,0,0,1,0,0,0,0,2,2,0,24,2,62,45,0,0,0,1,0,10,0,0,10,2,3,0,0,80,1,0,178,32,185,0,59,0,0,1,0,846,2,28,0,0,0,24,0,42,1722,49,1771,
