,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Hughes Land and Offshore Split by State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alabama,,Alaska,,Arizona,Arkansas,California,,Colorado,Delaware,D.C.,Florida,,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,,Maine,Maryland,Mass.,Michigan,Minn.,Mississippi,,Missouri,Montana,Nebraska,Nevada,N. Hamp.,N. Jersey,N. Mexico,N. York,N. Carolina,N. Dakota,Ohio,Oklahoma,Oregon,Penn.,Rhode Is.,S. Carolina,S. Dakota,Tennesee,Texas,,Utah,Vermont,Virginia,Wash.,W. Virgina,Wisconsin,Wyoming,TOTAL US,,,
DATE,Land,Offshore,Land,Offshore,Land,Land,Land,Offshore,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Land,Land,Land,Land,Land,Land,Offshore,TOTAL,
4/19/2013,4,0,8,0,0,15,39,2,61,0,0,1,0,0,0,0,2,3,0,24,2,63,45,0,0,0,1,0,13,0,0,10,2,4,0,0,78,1,0,176,30,180,0,60,0,0,1,0,835,2,31,0,1,0,24,0,40,1709,49,1758,
4/26/2013,4,0,3,0,0,15,39,2,63,0,0,1,0,0,0,0,2,3,0,27,2,64,45,0,0,0,1,0,13,0,0,11,0,4,0,0,79,0,0,173,31,183,0,59,0,0,1,0,832,2,30,0,1,0,24,0,40,1705,49,1754,
5/3/2013,5,0,7,1,0,15,39,2,63,0,0,1,0,0,0,0,3,2,0,28,2,62,46,0,0,0,1,0,13,0,0,11,0,4,0,0,78,0,0,174,32,188,0,60,0,0,1,0,829,2,29,0,1,0,24,0,41,1713,51,1764,
5/10/2013,6,0,7,1,0,15,39,2,63,0,0,1,0,0,0,0,4,2,0,28,1,63,43,0,0,0,1,0,12,0,0,10,1,4,0,0,77,0,0,176,32,190,0,59,0,0,1,0,834,4,29,0,1,0,23,0,40,1719,50,1769,
5/17/2013,6,0,8,1,0,15,39,2,62,0,0,1,0,0,0,0,4,2,0,28,1,62,44,0,0,0,1,0,12,0,0,10,2,4,0,0,75,0,0,179,33,187,0,57,0,0,1,0,832,5,29,0,1,0,23,0,43,1717,52,1769,
5/24/2013,6,0,5,1,1,15,39,2,57,0,0,1,0,0,0,0,5,1,0,26,1,64,43,0,0,0,1,0,11,0,0,9,2,3,0,0,75,0,0,174,32,186,0,58,0,0,2,0,835,5,34,0,1,0,23,0,44,1711,51,1762,
5/31/2013,6,0,6,1,1,14,39,2,59,0,0,1,0,0,0,0,4,2,0,26,1,62,45,0,0,0,1,0,10,0,0,9,2,3,0,0,76,0,0,176,32,188,0,58,0,0,2,0,836,7,33,0,1,0,23,0,45,1716,55,1771,
6/7/2013,5,0,6,1,1,14,35,2,60,0,0,1,0,0,0,0,4,2,0,27,1,61,45,0,0,0,0,0,10,0,0,10,1,3,0,0,77,0,0,178,33,183,0,54,0,0,2,0,836,8,33,0,1,0,24,0,47,1709,56,1765,
6/14/2013,7,0,6,0,1,14,36,2,62,0,0,1,0,0,0,0,4,2,0,27,1,65,44,0,0,0,0,0,11,0,0,10,1,3,0,0,76,0,0,178,32,183,0,54,0,0,2,0,838,8,34,0,1,0,22,0,46,1717,54,1771,
6/21/2013,7,0,7,1,1,14,36,1,62,0,0,1,0,0,0,0,4,2,0,28,1,62,44,0,0,0,0,0,11,0,0,10,1,3,0,0,75,0,0,178,30,178,0,54,0,0,2,0,835,8,34,0,1,0,22,0,46,1705,54,1759,
6/28/2013,8,0,7,1,1,14,38,1,63,0,0,1,0,0,0,0,4,2,0,30,0,57,46,0,0,0,0,0,10,0,0,10,1,3,0,0,76,0,0,175,32,173,0,54,0,0,1,0,824,8,33,0,1,0,25,0,49,1692,56,1748,
7/3/2013,7,0,7,1,1,14,39,1,66,0,0,1,0,0,0,0,4,2,0,28,0,55,48,0,0,0,0,0,11,0,0,10,1,3,0,0,78,0,0,177,33,174,0,53,0,0,1,0,826,9,32,0,1,0,25,0,49,1698,59,1757,
7/12/2013,5,0,8,1,1,14,39,1,66,0,0,1,0,0,0,0,6,1,0,29,0,56,48,0,0,0,0,0,12,0,0,10,1,3,0,0,81,0,0,174,35,169,0,53,0,0,1,0,829,7,32,0,1,0,24,0,51,1702,57,1759,
7/19/2013,5,0,6,2,1,13,40,1,68,0,0,1,0,0,0,0,6,1,0,28,0,56,47,0,0,0,0,0,12,0,0,9,1,3,0,0,80,0,0,174,34,171,0,54,0,0,1,0,838,7,31,0,1,0,26,0,53,1713,57,1770,
7/26/2013,5,0,5,2,1,13,40,2,70,0,0,1,1,0,0,0,6,1,0,25,0,57,46,0,0,0,0,0,12,0,0,9,3,3,0,0,79,0,0,171,34,176,0,53,0,0,1,0,841,7,31,0,1,0,27,0,53,1718,58,1776,
8/2/2013,5,0,11,1,1,13,40,2,68,0,0,1,1,0,0,0,6,1,0,23,0,61,47,0,0,0,0,0,12,0,0,9,3,3,0,0,76,0,0,170,35,168,0,51,0,0,2,0,844,7,30,0,1,0,38,0,52,1724,58,1782,
8/9/2013,5,0,10,1,1,13,37,1,71,0,0,1,1,0,0,0,6,1,0,24,0,61,47,0,0,0,0,0,13,0,0,9,3,3,0,0,74,0,0,171,35,168,0,51,0,0,2,0,842,7,30,0,1,0,38,0,51,1721,57,1778,
8/16/2013,6,0,12,1,0,13,40,2,71,0,0,1,1,0,0,0,6,1,0,25,0,62,51,0,0,0,0,0,12,0,0,8,3,3,0,0,76,0,0,172,36,169,0,51,0,0,2,0,839,7,31,0,1,0,37,0,52,1729,62,1791,
8/23/2013,7,0,12,1,0,13,35,2,67,0,0,1,1,0,0,0,6,1,0,26,0,60,50,0,0,0,0,0,13,0,0,11,2,3,0,0,76,0,0,169,34,169,0,52,0,0,2,0,840,8,28,0,1,0,36,0,50,1714,62,1776,
8/30/2013,7,0,13,1,0,13,36,2,66,0,0,1,1,0,0,0,6,1,0,26,0,60,52,0,0,0,0,0,14,0,0,12,0,3,0,0,76,0,0,169,34,170,0,50,0,0,2,0,838,8,29,0,1,0,36,0,49,1712,64,1776,
9/6/2013,7,0,13,1,0,13,33,2,68,0,0,1,1,0,0,0,6,1,0,27,0,59,52,0,0,0,0,0,14,0,0,13,0,3,0,0,74,0,0,168,34,170,0,51,0,0,2,0,829,9,30,0,1,0,36,0,49,1702,65,1767,
9/13/2013,6,0,12,0,0,13,34,2,67,0,0,1,1,0,0,0,6,1,0,27,0,60,53,0,0,0,0,0,13,0,0,13,0,2,0,0,70,0,0,168,34,164,0,54,0,0,1,0,841,9,30,0,0,0,36,0,50,1703,65,1768,
9/20/2013,5,0,12,0,0,12,38,2,70,0,0,1,2,0,0,0,6,1,0,29,0,61,52,0,0,0,0,0,12,0,0,13,0,2,0,0,71,0,0,171,35,162,0,50,0,0,1,0,827,9,30,0,0,0,37,0,50,1696,65,1761,
9/27/2013,4,0,9,0,0,11,38,2,70,0,0,1,2,0,0,0,6,1,0,29,0,57,51,0,0,0,0,0,12,0,0,12,1,2,0,0,74,0,0,171,35,166,0,52,0,0,1,0,816,9,29,0,0,0,34,0,49,1680,64,1744,
10/4/2013,4,0,7,0,0,11,40,2,70,0,0,1,2,0,0,0,6,1,0,28,0,60,52,0,0,0,0,0,11,0,0,12,1,2,0,0,73,0,0,171,34,171,0,54,0,0,1,0,821,9,29,0,0,0,34,0,49,1691,65,1756,
10/11/2013,3,0,11,0,0,12,38,2,70,0,0,1,2,0,0,0,4,1,0,24,0,58,48,0,0,0,0,0,7,0,0,11,1,2,0,0,75,0,0,170,35,178,0,58,0,0,1,0,816,6,29,0,1,0,30,0,49,1685,58,1743,
10/18/2013,2,0,11,0,0,11,38,2,73,0,0,1,2,0,0,0,5,1,0,23,0,58,49,0,0,0,0,0,8,0,0,11,2,2,0,0,75,0,0,171,33,176,0,57,0,0,1,0,812,5,29,0,1,0,31,0,49,1681,58,1739,
10/25/2013,3,0,12,0,0,12,40,2,73,0,0,1,2,0,0,0,5,1,0,23,0,55,53,0,0,0,0,0,6,0,0,11,2,2,0,0,75,0,0,171,34,175,0,58,0,0,1,0,807,5,29,0,1,0,30,0,49,1676,62,1738,
11/1/2013,2,0,10,0,0,12,40,2,70,0,0,1,2,0,0,0,5,1,0,25,0,54,51,0,0,0,0,0,10,0,0,14,1,2,0,0,74,0,0,163,34,176,0,56,0,0,1,0,817,4,28,0,1,0,31,0,55,1683,59,1742,
11/8/2013,2,0,9,0,0,12,40,2,70,0,0,1,2,0,0,0,5,1,0,25,0,56,50,0,0,0,0,0,7,0,0,14,1,2,0,0,80,0,0,163,34,172,0,56,0,0,1,0,830,4,28,0,1,0,31,0,55,1696,58,1754,
11/15/2013,5,0,9,0,0,12,40,2,69,0,0,1,2,0,0,0,5,1,0,27,0,56,53,0,0,0,0,0,9,0,0,13,1,2,0,0,81,0,0,165,34,176,0,57,0,0,1,0,822,3,28,0,1,0,32,0,55,1702,60,1762,
11/22/2013,5,0,9,0,0,11,35,2,68,0,0,1,2,0,0,0,5,1,0,28,0,60,50,0,0,0,0,0,8,0,0,13,1,2,0,0,79,0,0,167,34,172,0,54,0,0,1,0,828,3,28,0,1,0,37,0,56,1704,57,1761,
11/27/2013,5,0,8,0,0,11,33,2,67,0,0,1,2,0,0,0,2,1,0,30,1,62,50,0,0,0,0,0,8,0,0,12,1,2,0,0,78,0,0,168,35,175,0,55,0,0,1,0,831,3,27,0,1,0,34,0,57,1706,57,1763,
12/6/2013,4,0,9,0,0,11,35,2,66,0,0,1,2,0,0,0,3,1,0,30,1,56,54,0,0,0,0,0,9,0,0,12,2,0,0,0,78,0,0,167,35,180,0,53,0,0,1,0,839,3,28,0,1,0,35,0,57,1714,61,1775,
12/13/2013,5,0,9,0,0,11,34,2,70,0,0,1,2,0,0,0,3,1,0,31,1,56,53,0,0,0,0,0,10,0,0,13,2,0,0,0,78,0,0,174,35,174,0,54,0,0,1,0,846,2,23,0,1,0,34,0,56,1723,59,1782,
12/20/2013,5,0,7,0,0,11,33,2,64,0,0,1,2,0,0,0,3,1,0,31,4,56,55,0,0,0,0,0,9,0,0,9,2,0,0,0,78,0,0,173,35,174,0,55,0,0,1,0,843,2,23,0,0,0,36,0,53,1707,61,1768,
12/27/2013,5,0,9,0,0,11,33,2,64,0,0,1,2,0,0,0,3,1,0,31,5,57,55,0,0,0,0,0,9,0,0,9,2,0,0,0,78,0,0,173,35,172,0,56,0,0,1,0,833,2,23,0,0,0,32,0,53,1696,61,1757,
1/3/2014,4,0,11,0,0,11,32,2,65,0,0,1,2,0,0,0,3,1,0,29,5,57,55,0,0,0,0,0,7,0,0,10,2,0,0,0,79,0,0,174,35,169,0,56,0,0,1,0,830,2,23,0,0,0,32,0,53,1690,61,1751,
1/10/2014,5,0,10,0,0,11,32,2,59,0,0,1,2,0,0,1,3,1,0,30,5,59,51,0,0,0,0,0,7,0,0,10,2,2,0,0,81,0,0,168,35,183,0,55,0,0,1,0,823,2,25,0,0,0,34,0,54,1697,57,1754,
1/17/2014,4,0,11,0,0,12,32,2,61,0,0,1,2,0,0,1,1,2,0,29,5,59,51,0,0,0,0,0,13,0,0,9,2,2,0,0,77,0,0,168,36,186,0,56,0,0,1,0,839,2,26,0,0,0,34,0,53,1720,57,1777,
1/24/2014,5,0,11,0,0,12,31,0,62,0,0,0,2,0,0,1,1,2,0,31,4,59,52,0,0,0,0,0,13,0,0,9,2,2,0,0,79,0,0,169,36,187,0,55,0,0,1,0,837,2,26,0,0,0,33,0,53,1721,56,1777,
1/31/2014,5,0,12,0,0,12,31,0,62,0,0,0,2,0,0,1,1,3,0,30,4,61,53,0,0,0,0,0,13,0,0,9,2,2,0,0,80,0,0,169,38,185,0,55,0,0,1,0,840,2,26,0,0,0,33,0,53,1728,57,1785,
2/7/2014,5,0,11,0,0,12,31,0,62,0,0,0,0,0,0,1,1,3,0,32,3,59,52,0,0,0,0,0,8,0,0,8,2,2,0,0,80,0,0,168,39,185,0,54,0,0,1,0,843,2,26,0,0,0,29,0,52,1717,54,1771,
2/14/2014,5,0,11,0,0,12,34,2,60,0,0,0,0,0,0,1,0,2,0,33,3,57,50,0,0,0,0,0,9,0,0,8,2,2,0,0,83,0,0,168,40,182,0,53,0,0,0,0,838,2,26,0,0,0,30,0,51,1710,54,1764,
2/21/2014,5,0,14,0,0,12,34,2,60,0,0,0,1,0,0,1,1,2,0,32,4,54,51,0,0,0,0,0,12,0,0,8,2,2,0,0,81,0,0,166,39,181,0,54,0,0,0,0,843,3,26,0,0,0,30,0,51,1714,57,1771,
2/28/2014,5,0,17,0,0,12,34,2,62,0,0,0,1,0,0,1,2,0,0,30,4,54,48,0,0,0,0,0,12,0,0,8,2,2,0,0,82,0,0,168,40,181,0,52,0,0,0,0,840,4,26,0,0,0,27,0,53,1714,55,1769,
3/7/2014,5,0,14,0,0,12,39,2,61,0,0,0,1,0,0,1,3,0,0,31,3,55,48,0,0,0,0,0,9,0,0,7,3,2,0,0,81,0,0,170,41,182,0,53,0,0,0,0,860,4,27,0,0,0,25,0,53,1737,55,1792,
3/14/2014,5,0,11,0,0,12,38,2,61,0,0,0,1,0,0,1,3,0,0,29,3,56,47,0,0,0,0,0,12,0,0,7,3,2,0,0,85,0,0,177,41,186,0,54,0,0,0,0,864,4,27,0,0,0,25,0,53,1755,54,1809,
3/21/2014,5,0,11,0,0,12,41,2,61,0,0,0,0,0,0,1,3,0,0,29,3,59,49,0,0,0,0,0,11,0,0,7,2,2,0,0,86,0,0,179,39,183,0,56,0,0,0,0,854,4,28,0,0,0,23,0,53,1748,55,1803,
3/28/2014,4,0,14,0,0,12,38,1,63,0,0,0,0,0,0,1,3,0,0,29,3,60,45,0,0,0,0,0,13,0,0,7,2,2,0,0,88,0,0,178,38,188,0,51,0,0,0,0,862,4,27,0,0,0,26,0,50,1759,50,1809,
4/4/2014,4,0,11,0,0,12,37,1,62,0,0,0,1,0,0,1,3,0,0,27,3,57,42,0,0,0,0,0,14,0,0,7,2,2,0,0,90,0,0,178,38,193,0,54,0,0,0,0,874,3,27,0,0,0,26,0,49,1771,47,1818,
4/11/2014,5,0,10,0,0,11,40,1,62,0,0,0,1,0,0,1,3,0,0,27,3,60,48,0,0,0,0,0,13,0,0,7,2,2,0,0,91,0,0,178,34,192,0,54,0,0,0,0,881,3,27,0,0,0,26,0,49,1778,53,1831,
4/17/2014,5,0,9,0,0,12,39,1,62,0,0,0,1,0,0,1,3,0,0,28,3,62,48,0,0,0,0,0,14,0,0,7,2,2,0,0,89,0,0,178,36,187,0,59,0,0,0,0,882,2,27,0,0,0,23,0,49,1779,52,1831,
4/25/2014,5,0,9,0,0,12,40,1,64,0,0,0,1,0,0,0,3,0,0,31,3,62,50,0,0,0,0,0,13,0,0,8,1,2,0,0,91,0,0,179,35,192,0,61,0,0,0,0,892,2,27,0,0,0,27,0,50,1807,54,1861,
5/2/2014,5,0,9,0,0,11,38,1,64,0,0,0,1,0,0,0,3,0,0,31,3,63,51,0,0,0,0,0,13,0,0,8,1,2,0,0,90,0,0,176,35,195,0,58,0,0,0,0,891,1,27,0,0,0,28,0,49,1800,54,1854,
5/9/2014,5,0,10,0,0,12,39,1,65,0,0,0,1,0,0,0,3,0,0,33,3,59,55,0,0,0,0,0,13,0,0,8,2,2,0,0,91,0,0,174,35,192,0,58,0,0,0,0,893,2,27,0,0,0,27,0,45,1796,59,1855,
5/16/2014,5,0,8,0,0,12,47,1,65,0,0,0,1,0,0,0,1,2,0,34,2,60,53,0,0,0,0,0,12,0,0,9,2,2,0,0,89,0,0,174,39,195,0,60,0,0,0,0,889,2,27,0,0,0,25,0,45,1804,57,1861,
5/23/2014,7,0,9,1,0,11,47,1,66,0,0,0,2,0,0,0,1,2,0,32,3,60,54,0,0,0,0,0,10,0,0,9,3,2,0,0,87,0,0,174,39,191,0,60,0,0,0,0,887,2,27,0,0,0,25,0,45,1797,60,1857,
5/30/2014,7,0,10,1,0,11,48,1,66,0,0,0,2,0,0,0,1,2,0,31,3,60,54,0,0,0,0,0,10,0,0,9,3,2,0,0,86,0,0,169,38,199,0,60,0,0,0,0,892,2,27,0,0,0,25,0,47,1806,60,1866,
6/6/2014,7,0,9,1,0,11,47,1,65,0,0,0,2,0,0,0,1,2,0,31,3,60,51,0,0,0,0,0,10,0,0,9,3,2,0,0,86,0,0,169,39,198,0,57,0,0,0,0,893,3,27,0,0,0,25,0,48,1802,58,1860,
6/13/2014,7,0,9,1,0,11,46,1,65,0,0,0,2,0,0,0,1,2,0,33,3,55,52,0,0,0,0,0,11,0,0,5,1,0,0,0,91,0,0,169,38,200,0,59,0,0,0,0,885,3,27,0,0,0,26,0,51,1795,59,1854,
6/20/2014,7,0,8,1,0,11,46,1,68,0,0,0,2,0,0,0,1,2,0,33,3,57,52,0,0,0,0,0,11,0,0,5,1,0,0,0,90,0,0,170,40,200,0,57,0,0,0,0,886,3,27,0,0,0,25,0,51,1799,59,1858,
6/27/2014,6,0,9,1,0,11,48,0,69,0,0,0,2,0,0,0,2,2,0,30,3,58,49,0,0,0,0,0,14,0,0,7,1,0,0,0,90,0,0,171,41,208,0,59,0,0,0,0,886,3,27,0,0,0,25,0,51,1818,55,1873,
7/3/2014,6,0,9,1,0,11,45,0,68,0,0,0,2,0,0,0,2,2,0,29,3,57,48,0,0,0,0,0,15,0,0,7,1,0,0,0,92,0,0,171,41,209,0,54,0,0,0,0,893,3,27,0,0,0,27,0,51,1820,54,1874,
7/11/2014,6,0,11,1,0,11,44,0,68,0,0,0,2,0,0,0,2,2,0,31,3,56,51,0,0,0,0,0,15,0,0,7,1,1,0,0,92,0,0,172,42,198,0,56,0,0,0,0,896,2,27,0,0,0,26,0,52,1819,56,1875,
7/18/2014,6,0,8,0,0,11,42,0,69,0,0,0,2,0,0,0,3,1,0,30,3,60,53,0,0,0,0,0,15,0,0,6,1,1,0,0,90,0,0,178,44,200,0,55,0,0,0,0,886,2,27,0,0,0,26,0,52,1814,57,1871,
7/25/2014,6,0,5,0,0,11,45,1,69,0,0,0,2,0,0,0,3,2,0,30,3,64,55,0,0,0,0,0,15,0,0,6,1,1,0,0,94,0,0,178,43,204,0,53,0,0,0,0,884,2,27,0,0,0,27,0,52,1823,60,1883,
8/1/2014,6,0,6,0,0,11,41,0,68,0,0,0,2,0,0,0,3,2,0,27,3,57,53,0,0,0,0,0,15,0,0,8,1,1,0,0,95,0,0,177,43,209,0,54,0,0,1,0,901,3,25,0,0,0,27,0,50,1831,58,1889,
8/8/2014,6,0,8,0,0,11,46,2,71,0,0,0,2,0,0,1,3,2,0,26,3,57,56,0,0,0,0,0,15,0,0,8,1,1,0,0,94,0,0,182,43,211,0,51,0,0,1,0,906,2,25,0,0,0,26,0,48,1846,62,1908,
8/15/2014,6,0,9,0,0,11,45,2,75,0,0,0,2,0,0,1,1,2,0,26,3,60,56,0,0,0,0,0,14,0,0,8,2,0,0,0,94,0,0,185,42,209,0,51,0,0,1,0,899,2,23,0,0,0,29,0,55,1851,62,1913,
8/22/2014,6,0,6,0,0,12,44,2,74,0,0,0,2,0,0,1,0,2,0,28,3,59,58,0,0,0,0,0,14,0,0,8,2,0,0,0,94,0,0,183,42,208,0,50,0,0,1,0,886,2,23,0,0,0,30,0,56,1832,64,1896,
8/29/2014,6,0,6,1,0,11,44,2,75,0,0,0,2,0,0,1,1,3,0,25,3,58,59,0,0,0,0,0,13,0,0,8,2,0,0,0,94,0,0,183,41,212,0,55,0,0,1,0,898,2,23,0,0,0,29,0,56,1848,66,1914,
9/5/2014,6,0,6,1,0,12,44,2,74,0,0,0,2,0,0,1,1,3,0,23,3,59,58,0,0,0,0,0,13,0,0,8,2,0,0,0,96,0,0,183,41,213,0,57,0,0,1,0,905,2,23,0,0,0,29,0,57,1860,65,1925,
9/12/2014,4,0,8,2,0,12,43,2,75,0,0,0,2,0,0,1,1,3,0,25,3,57,58,0,0,0,0,0,14,0,0,8,2,0,0,0,98,0,0,185,42,213,0,58,0,0,1,0,903,2,23,0,0,0,29,0,57,1865,66,1931,
9/19/2014,4,0,8,2,0,12,44,2,76,0,0,0,2,0,0,1,1,3,0,25,3,59,54,0,0,0,0,0,14,0,0,8,3,0,0,0,99,0,0,189,42,215,0,58,0,0,1,0,898,2,23,0,0,0,26,0,57,1869,62,1931,
9/26/2014,4,0,10,1,0,12,43,2,77,0,0,0,2,0,0,0,1,3,0,25,3,58,55,0,0,0,0,0,14,0,0,8,3,0,0,0,101,0,0,189,42,213,0,57,0,0,1,0,895,2,23,0,0,0,27,0,60,1869,62,1931,
10/3/2014,3,0,9,0,0,12,44,2,76,0,0,0,2,0,0,0,1,3,0,24,3,58,55,0,0,0,0,0,13,0,0,8,3,0,0,0,99,0,0,189,40,212,0,57,0,0,1,0,893,2,23,0,0,0,30,0,60,1861,61,1922,
10/10/2014,5,0,9,0,0,11,43,2,76,0,0,0,3,0,0,0,1,3,0,25,3,60,51,0,0,0,0,0,17,0,0,12,2,0,0,0,102,0,0,182,42,211,0,55,0,0,1,0,894,2,24,0,0,0,32,0,62,1872,58,1930,
10/17/2014,6,0,7,0,0,10,42,2,76,0,0,0,3,0,0,0,1,2,0,25,3,61,50,0,0,0,0,0,17,0,0,12,2,0,0,0,98,0,0,181,42,204,0,55,0,0,1,0,896,2,24,0,0,0,33,0,63,1861,57,1918,
10/24/2014,7,0,8,0,0,12,44,2,75,0,0,0,2,0,0,0,1,2,0,21,3,61,49,0,0,0,0,0,16,0,0,12,2,0,0,0,103,0,0,180,44,204,0,52,0,0,1,0,904,2,23,0,0,0,36,0,61,1872,55,1927,
10/31/2014,9,0,8,0,0,12,44,2,75,0,0,0,2,0,0,0,1,2,0,26,3,64,48,0,0,0,0,0,14,0,0,12,1,0,0,0,100,0,0,180,42,208,0,55,0,0,1,0,900,1,23,0,1,0,34,0,61,1876,53,1929,
11/7/2014,9,0,7,0,0,12,44,2,75,0,0,0,2,0,0,0,1,2,0,28,3,61,48,0,0,0,0,0,14,0,0,11,1,1,0,0,96,0,0,181,41,208,0,56,0,0,1,0,905,1,22,0,1,0,31,0,61,1872,53,1925,
11/14/2014,10,0,8,0,0,12,45,2,75,0,0,0,2,0,0,0,1,2,0,27,3,63,47,0,0,0,0,0,12,0,0,11,1,0,0,0,99,0,0,181,46,207,0,53,0,0,1,0,901,1,23,0,1,0,32,0,62,1876,52,1928,
11/21/2014,8,0,9,0,0,12,45,2,70,0,0,0,2,0,0,0,1,3,0,25,3,63,48,0,0,0,0,0,13,0,0,11,2,0,0,0,98,0,0,177,45,214,0,56,0,0,0,0,905,1,23,0,1,0,32,0,60,1876,53,1929,
11/26/2014,8,0,9,0,0,10,40,2,72,0,0,0,2,0,0,0,1,3,0,21,3,61,49,0,0,0,0,0,13,0,0,11,4,0,0,0,99,0,0,180,44,214,0,56,0,0,0,0,900,1,23,0,0,0,31,0,60,1863,54,1917,
12/5/2014,7,0,11,0,0,12,41,2,70,0,0,0,2,0,0,0,1,3,0,26,3,61,53,0,0,0,0,0,15,0,0,9,4,0,0,0,100,0,0,180,45,211,0,55,0,0,0,0,895,1,23,0,0,0,31,0,59,1862,58,1920,
12/12/2014,6,0,10,0,0,9,43,2,68,0,0,0,2,0,0,0,1,2,0,28,3,58,55,0,0,0,0,0,15,0,0,9,4,0,0,0,101,0,0,179,47,211,0,54,0,0,0,0,871,1,23,0,0,0,33,0,58,1833,60,1893,
12/19/2014,6,0,11,0,0,12,43,2,68,0,0,0,2,0,0,0,1,2,0,30,3,57,53,0,0,0,0,0,14,0,0,9,2,0,0,0,103,0,0,172,45,205,0,55,0,0,0,0,867,1,23,0,0,0,31,0,58,1817,58,1875,
12/26/2014,6,0,10,0,0,12,26,2,69,0,0,0,2,0,0,0,1,2,0,29,3,58,53,0,0,0,0,0,14,0,0,10,2,0,0,0,102,0,0,169,47,209,0,54,0,0,0,0,851,1,23,0,0,0,28,0,57,1782,58,1840,
1/2/2015,6,0,9,0,0,11,21,1,66,0,0,0,2,0,0,0,1,2,0,29,3,58,51,0,0,0,0,0,14,0,0,10,2,0,0,0,101,0,0,169,46,209,0,53,0,0,0,0,839,1,23,0,0,0,28,0,56,1756,55,1811,
1/9/2015,4,0,11,0,0,13,21,1,65,0,0,0,2,0,0,0,1,2,0,26,3,57,51,0,0,0,0,0,14,0,0,9,2,0,0,0,95,0,0,162,47,206,0,51,0,0,0,0,810,0,18,0,0,0,28,0,51,1696,54,1750,
1/16/2015,7,0,11,0,0,11,17,1,64,0,0,0,2,0,0,0,1,2,0,24,1,56,51,0,0,0,0,0,12,0,0,9,3,0,0,0,92,0,0,156,48,201,0,51,0,0,0,0,766,0,17,0,0,0,26,0,47,1622,54,1676,
1/23/2015,8,0,11,0,0,12,14,1,64,0,0,1,0,0,0,0,1,2,0,23,3,57,53,0,0,0,0,0,9,0,0,6,3,0,0,0,89,0,0,147,44,193,0,53,0,0,0,0,753,0,15,0,0,0,25,0,46,1579,54,1633,
1/30/2015,7,0,10,0,0,12,14,2,63,0,0,1,0,0,0,0,1,2,0,22,3,61,47,0,0,0,0,0,8,0,0,5,3,0,0,0,87,0,0,143,41,183,0,54,0,0,0,0,695,0,14,0,0,0,23,0,42,1494,49,1543,
2/6/2015,7,0,10,0,0,12,14,2,55,0,0,1,0,0,0,0,2,1,0,18,4,59,48,0,0,0,0,0,8,0,0,5,4,0,0,0,78,0,0,132,39,176,0,54,0,0,0,0,654,0,12,0,0,0,19,0,42,1406,50,1456,
2/13/2015,5,0,10,0,0,11,14,2,49,0,0,1,0,0,0,0,2,1,0,18,4,58,50,0,0,0,0,0,8,0,0,5,3,0,0,0,66,0,0,123,37,171,0,54,0,0,0,0,598,0,12,0,0,0,17,0,39,1306,52,1358,
2/20/2015,5,0,7,0,0,11,13,2,47,0,0,1,0,0,0,0,2,1,0,18,4,57,52,0,0,0,0,0,7,0,0,4,3,0,0,0,72,0,0,119,37,155,0,54,0,0,0,0,576,0,11,0,0,0,17,0,35,1256,54,1310,
2/27/2015,5,0,12,0,0,11,13,2,44,0,0,1,0,0,0,0,1,2,0,17,2,54,48,0,0,0,0,0,7,0,0,3,3,0,0,0,68,0,0,108,36,146,0,54,0,0,0,0,569,1,11,0,0,0,16,0,33,1216,51,1267,
3/6/2015,3,0,12,0,0,11,12,2,39,0,0,1,0,0,0,0,1,1,0,15,2,52,48,0,0,0,0,0,4,0,0,3,3,0,0,0,61,0,0,105,35,139,0,47,0,0,0,0,537,1,9,0,0,0,17,0,32,1141,51,1192,
3/13/2015,2,0,11,0,0,11,12,2,37,0,0,1,0,0,0,0,1,1,0,14,2,48,45,0,0,0,0,0,5,0,0,3,3,0,0,0,58,0,0,101,31,134,0,47,0,0,0,0,500,1,8,0,0,0,18,0,29,1077,48,1125,
3/20/2015,2,0,15,0,0,9,13,2,39,0,0,1,0,0,0,0,1,1,0,12,2,41,34,0,0,0,0,0,5,0,0,1,3,0,0,0,53,0,0,98,28,136,0,50,0,0,0,0,464,1,8,0,0,0,21,0,29,1032,37,1069,
