,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Baker Hughes Canadian Land & Offshore Split by Province,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Alberta,British Columbia,Kavik,Manitoba,New Brunswick,Newfound Land,,N.W. Territories,Nova Scotia,,Ontario,,P.E. Island,Quebec,Saskatchewan,West Coast,,TOTAL CANADA,,,
DATE,Land,Land,Land,Land,Land,Land,Offshore,Land,Land,Offshore,Land,Offshore,Land,Land,Land,Land,Offshore,Land,Offshore,TOTAL,
10/8/2021,118,20,0,3,0,0,1,0,0,0,0,0,0,0,25,0,0,166,1,167,
10/15/2021,119,19,0,3,0,0,1,0,0,0,0,0,0,0,26,0,0,167,1,168,
10/22/2021,119,16,0,3,0,0,1,0,0,0,0,0,0,0,25,0,0,163,1,164,
10/29/2021,118,16,0,3,0,0,1,0,0,0,0,0,0,0,28,0,0,165,1,166,
11/5/2021,111,15,0,3,0,0,1,0,0,0,0,0,0,0,30,0,0,159,1,160,
11/12/2021,118,12,0,3,0,0,1,0,0,0,0,0,0,0,34,0,0,167,1,168,
11/19/2021,115,12,0,3,0,0,1,0,0,0,0,0,0,0,36,0,0,166,1,167,
11/24/2021,118,11,0,3,0,0,1,0,0,0,0,0,0,0,38,0,0,170,1,171,
12/3/2021,129,11,0,3,0,0,1,0,0,0,0,0,0,0,36,0,0,179,1,180,
12/10/2021,124,11,0,3,0,0,1,0,0,0,0,0,0,0,38,0,0,176,1,177,
12/17/2021,116,11,0,3,0,0,1,0,0,0,0,0,0,0,36,0,0,166,1,167,
12/23/2021,88,12,0,3,0,0,1,0,0,0,0,0,0,0,29,0,0,132,1,133,
12/31/2021,65,11,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,90,0,90,
1/7/2022,105,11,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,141,0,141,
1/14/2022,139,14,0,4,0,0,0,0,0,0,0,0,0,0,34,0,0,191,0,191,
1/21/2022,161,15,0,4,0,0,0,0,0,0,0,0,0,0,32,0,0,212,0,212,
1/28/2022,164,15,0,4,0,0,1,0,0,0,0,0,0,0,33,0,0,216,1,217,
2/4/2022,166,15,0,4,0,0,1,0,0,0,0,0,0,0,32,0,0,217,1,218,
2/11/2022,167,15,0,4,0,0,1,0,0,0,0,0,0,0,32,0,0,218,1,219,
2/18/2022,166,16,0,4,0,0,1,0,0,0,0,0,0,0,33,0,0,219,1,220,
2/25/2022,171,16,0,4,0,0,1,0,0,0,0,0,0,0,32,0,0,223,1,224,
3/4/2022,166,16,0,4,0,0,0,0,0,0,0,0,0,0,31,0,0,217,0,217,
3/11/2022,162,15,0,4,0,0,0,0,0,0,0,0,0,0,25,0,0,206,0,206,
3/18/2022,147,14,0,4,0,0,1,0,0,0,0,0,0,0,10,0,0,175,1,176,
3/25/2022,123,13,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,139,1,140,
4/1/2022,108,12,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,123,1,124,
4/8/2022,97,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,110,1,111,
4/14/2022,89,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,102,1,103,
4/22/2022,87,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,100,1,101,
4/29/2022,82,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,94,1,95,
5/6/2022,78,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,91,0,91,
5/13/2022,75,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,88,0,88,
5/20/2022,68,13,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,87,1,88,
5/27/2022,75,13,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,101,2,103,
6/3/2022,85,10,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,115,2,117,
6/10/2022,102,8,0,1,0,0,2,0,0,0,0,0,0,0,28,0,0,139,2,141,
6/17/2022,109,10,0,2,0,0,1,0,0,0,0,0,0,0,34,0,0,155,1,156,
6/24/2022,105,9,0,2,0,0,1,0,0,0,0,0,0,0,37,0,0,153,1,154,
7/1/2022,111,11,0,2,0,0,2,0,0,0,0,0,0,0,40,0,0,164,2,166,
7/8/2022,118,11,0,2,0,0,2,0,0,0,0,0,0,0,42,0,0,173,2,175,
7/15/2022,129,12,0,3,0,0,2,0,0,0,0,0,0,0,45,0,0,189,2,191,
7/22/2022,134,11,0,3,0,0,2,0,0,0,0,0,0,0,45,0,0,193,2,195,
7/29/2022,144,12,0,3,0,0,2,0,0,0,0,0,0,0,43,0,0,202,2,204,
8/5/2022,141,13,0,3,0,0,2,0,0,0,0,0,0,0,44,0,0,201,2,203,
8/12/2022,142,13,0,3,0,0,1,0,0,0,0,0,0,0,42,0,0,200,1,201,
8/19/2022,143,13,0,3,0,0,1,0,0,0,0,0,0,0,41,0,0,200,1,201,
8/26/2022,142,13,0,3,0,0,1,0,0,0,0,0,0,0,42,0,0,200,1,201,
9/2/2022,148,13,0,3,0,0,2,0,0,0,0,0,0,0,42,0,0,206,2,208,
9/9/2022,145,13,0,4,0,0,2,0,0,0,0,0,0,0,41,0,0,203,2,205,
9/16/2022,151,14,0,3,0,0,0,0,0,0,0,0,0,0,43,0,0,211,0,211,
9/23/2022,154,15,0,3,0,0,0,0,0,0,0,0,0,0,43,0,0,215,0,215,
9/30/2022,149,15,0,3,0,0,0,0,0,0,0,0,0,0,46,0,0,213,0,213,
10/7/2022,148,15,0,3,0,0,1,0,0,0,0,0,0,0,48,0,0,214,1,215,
10/14/2022,149,16,0,3,0,0,1,0,0,0,0,0,0,0,47,0,0,215,1,216,
10/21/2022,144,14,0,4,0,0,1,0,0,0,0,0,0,0,47,0,0,209,1,210,
10/28/2022,149,14,0,3,0,0,0,0,0,0,0,0,0,0,46,0,0,212,0,212,
11/4/2022,149,15,0,3,0,0,0,0,0,0,0,0,0,0,42,0,0,209,0,209,
11/10/2022,144,14,0,3,0,0,0,0,0,0,0,0,0,0,39,0,0,200,0,200,
11/18/2022,147,14,0,3,0,0,0,0,0,0,0,0,0,0,37,0,0,201,0,201,
11/23/2022,145,15,0,4,0,0,0,0,0,0,0,0,0,0,30,0,0,194,0,194,
12/2/2022,150,14,0,4,0,0,0,0,0,0,0,0,0,0,27,0,0,195,0,195,
12/9/2022,152,16,0,4,0,0,0,0,0,0,0,0,0,0,30,0,0,202,0,202,
12/16/2022,153,16,0,4,0,0,0,0,0,0,0,0,0,0,26,0,0,199,0,199,
12/22/2022,78,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,96,0,96,
12/30/2022,69,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,84,0,84,
1/6/2023,141,15,0,3,0,0,1,0,0,0,0,0,0,0,29,0,0,188,1,189,
1/13/2023,170,17,0,4,0,0,1,0,0,0,0,0,0,0,35,0,0,226,1,227,
1/20/2023,183,17,0,4,0,0,1,0,0,0,0,0,0,0,36,0,0,240,1,241,
1/27/2023,183,18,0,4,0,0,1,0,0,0,0,0,0,0,41,0,0,246,1,247,
2/3/2023,188,19,0,4,0,0,0,0,0,0,0,0,0,0,38,0,0,249,0,249,
2/10/2023,187,19,0,4,0,0,0,0,0,0,0,0,0,0,40,0,0,250,0,250,
2/17/2023,184,19,0,4,0,0,0,0,0,0,0,0,0,0,41,0,0,248,0,248,
2/24/2023,180,19,0,4,0,0,0,0,0,0,0,0,0,0,41,0,0,244,0,244,
3/3/2023,184,18,0,4,0,0,0,0,0,0,0,0,0,0,40,0,0,246,0,246,
3/10/2023,166,19,0,4,0,0,0,0,0,0,0,0,0,0,34,0,0,223,0,223,
3/17/2023,161,19,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0,207,0,207,
3/24/2023,141,17,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,164,1,165,
3/31/2023,114,21,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,138,1,139,
4/6/2023,104,20,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,126,1,127,
4/14/2023,89,19,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,110,1,111,
4/21/2023,82,20,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,104,1,105,
4/28/2023,72,17,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,92,1,93,
5/5/2023,68,21,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,92,1,93,
5/12/2023,69,21,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,92,2,94,
5/19/2023,63,18,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,83,2,85,
